identifiant,timestamp,timestamp_string,nombre_impressions,prix_impression,prix_total,achat,budget_depense,bt,cible
644,1593157168,06-26-2020 09:39:28,0,1,0,0,859,0.05941775594593845,0.05952380952380952
645,1593157174,06-26-2020 09:39:34,4,1,4,0,859,0.05942765148360952,0.05952380952380952
646,1593157176,06-26-2020 09:39:36,1,1,1,0,859,0.05943095072866065,0.05952380952380952
647,1593157179,06-26-2020 09:39:39,5,1,5,0,859,0.059435900283160294,0.05952380952380952
648,1593157182,06-26-2020 09:39:42,1,1,1,0,859,0.05944085066215053,0.05952380952380952
649,1593157184,06-26-2020 09:39:44,2,1,2,0,859,0.059444151372962765,0.05952380952380952
650,1593157188,06-26-2020 09:39:48,1,1,1,0,859,0.059450753894427014,0.05952380952380952
651,1593157190,06-26-2020 09:39:50,7,1,7,0,859,0.05945405570520119,0.05952380952380952
652,1593157190,06-26-2020 09:39:50,5,1,5,0,859,0.05945405570520119,0.05952380952380952
653,1593157193,06-26-2020 09:39:53,0,1,0,0,859,0.05945900910908687,0.05952380952380952
654,1593157194,06-26-2020 09:39:54,7,1,7,0,859,0.05946066042713917,0.05952380952380952
655,1593158196,06-26-2020 09:56:36,6,1,6,1,865,0.061162691044136554,0.05952380952380952
656,1593158201,06-26-2020 09:56:41,4,1,4,1,869,0.061,0.05952380952380952
657,1593158205,06-26-2020 09:56:45,1,1,1,1,870,0.0608926734483941,0.05952380952380952
658,1593158208,06-26-2020 09:56:48,0,1,0,1,870,0.060869316720486955,0.05952380952380952
659,1593158210,06-26-2020 09:56:50,3,1,3,1,873,0.06087279586179303,0.05952380952380952
660,1593158212,06-26-2020 09:56:52,4,1,4,1,877,0.060790534167881334,0.05952380952380952
661,1593159165,06-26-2020 10:12:45,2,1,2,1,879,0.06237513221295099,0.05952380952380952
662,1593159167,06-26-2020 10:12:47,3,1,3,1,882,0.0623200329082682,0.05952380952380952
663,1593159170,06-26-2020 10:12:50,3,1,3,1,885,0.06223737180805736,0.05952380952380952
664,1593159171,06-26-2020 10:12:51,4,1,4,1,889,0.06215104319717896,0.05952380952380952
665,1593159175,06-26-2020 10:12:55,2,1,2,1,891,0.06204079233527303,0.05952380952380952
666,1593159178,06-26-2020 10:12:58,3,1,3,1,894,0.061987479058284105,0.05952380952380952
667,1593159179,06-26-2020 10:12:59,1,1,1,1,895,0.06190112280289225,0.05952380952380952
668,1593159183,06-26-2020 10:13:03,2,1,2,1,897,0.06187900523252396,0.05952380952380952
669,1593159184,06-26-2020 10:13:04,4,1,4,1,901,0.061822030161389895,0.05952380952380952
670,1593159185,06-26-2020 10:13:05,3,1,3,1,904,0.06170625587958608,0.05952380952380952
671,1593159191,06-26-2020 10:13:11,1,1,1,1,905,0.06162893266686269,0.05952380952380952
672,1593160195,06-26-2020 10:29:55,3,1,3,1,908,0.06347330788341514,0.05952380952380952
673,1593160196,06-26-2020 10:29:56,2,1,2,1,910,0.0633843357067111,0.05952380952380952
674,1593160196,06-26-2020 10:29:56,5,1,5,1,915,0.06332373882745039,0.05952380952380952
675,1593160198,06-26-2020 10:29:58,11,1,11,1,926,0.06317607490228161,0.05952380952380952
676,1593160200,06-26-2020 10:30:00,1,1,1,1,927,0.06284658040665435,0.05952380952380952
677,1593160200,06-26-2020 10:30:00,7,1,7,1,934,0.06281627829459713,0.05952380952380952
678,1593161176,06-26-2020 10:46:16,9,1,9,1,943,0.06451209992193599,0.05952380952380952
679,1593161180,06-26-2020 10:46:20,2,1,2,1,945,0.06423909309515631,0.05952380952380952
680,1593161183,06-26-2020 10:46:23,2,1,2,1,947,0.06418264726091573,0.05952380952380952
681,1593161186,06-26-2020 10:46:26,4,1,4,1,951,0.06412619084803999,0.05952380952380952
682,1593161189,06-26-2020 10:46:29,4,1,4,1,955,0.06400724728226916,0.05952380952380952
683,1593161192,06-26-2020 10:46:32,1,1,1,1,956,0.06388828142085039,0.05952380952380952
684,1593161195,06-26-2020 10:46:35,3,1,3,1,959,0.0638630256826845,0.05952380952380952
685,1593161198,06-26-2020 10:46:38,3,1,3,1,962,0.06377527106833734,0.05952380952380952
686,1593161201,06-26-2020 10:46:41,10,1,10,1,972,0.0636875,0.05952380952380952
687,1593161203,06-26-2020 10:46:43,2,1,2,1,974,0.06337896118507406,0.05952380952380952
688,1593161207,06-26-2020 10:46:47,5,1,5,1,979,0.0633243733199975,0.05952380952380952
689,1593161207,06-26-2020 10:46:47,1,1,1,1,980,0.06316809401762831,0.05952380952380952
690,1593161209,06-26-2020 10:46:49,4,1,4,1,984,0.06314078519629908,0.05952380952380952
691,1593161212,06-26-2020 10:46:52,2,1,2,1,986,0.06302166369689581,0.05952380952380952
692,1593161212,06-26-2020 10:46:52,6,1,6,1,992,0.06295914220513302,0.05952380952380952
693,1593161213,06-26-2020 10:46:53,2,1,2,1,994,0.06277354007752907,0.05952380952380952
694,1593161216,06-26-2020 10:46:56,1,1,1,1,995,0.06271689854619353,0.05952380952380952
695,1593161217,06-26-2020 10:46:57,2,1,2,1,997,0.06268759379689845,0.05952380952380952
696,1593161217,06-26-2020 10:46:57,0,1,0,1,997,0.06262506253126564,0.05952380952380952
697,1593161218,06-26-2020 10:46:58,1,1,1,1,998,0.06262702060469624,0.05952380952380952
698,1593161219,06-26-2020 10:46:59,1,1,1,1,999,0.06259771121255707,0.05952380952380952
699,1593161220,06-26-2020 10:47:00,1,1,1,1,1000,0.06256839998749257,0.05952380952380952
700,1593161220,06-26-2020 10:47:00,3,1,3,1,1003,0.06253713142178169,0.05952380952380952
701,1593161224,06-26-2020 10:47:04,4,1,4,1,1007,0.06245113675454233,0.05952380952380952
702,1593161226,06-26-2020 10:47:06,4,1,4,1,1011,0.06232994526974198,0.05952380952380952
703,1593161228,06-26-2020 10:47:08,6,1,6,1,1017,0.062208738623213335,0.05952380952380952
704,1593161228,06-26-2020 10:47:08,4,1,4,1,1021,0.062021080286491725,0.05952380952380952
705,1593161230,06-26-2020 10:47:10,2,1,2,1,1023,0.061899846736104595,0.05952380952380952
706,1593161230,06-26-2020 10:47:10,2,1,2,1,1025,0.06183729004410247,0.05952380952380952
707,1593161233,06-26-2020 10:47:13,1,1,1,1,1026,0.06178053053053053,0.05952380952380952
708,1593161236,06-26-2020 10:47:16,1,1,1,1,1027,0.06175504458000938,0.05952380952380952
709,1593161239,06-26-2020 10:47:19,3,1,3,1,1030,0.06172955384519117,0.05952380952380952
710,1593161240,06-26-2020 10:47:20,3,1,3,1,1033,0.06163762085041144,0.05952380952380952
711,1593161242,06-26-2020 10:47:22,8,1,8,1,1041,0.06154760787258675,0.05952380952380952
712,1593161244,06-26-2020 10:47:24,6,1,6,1,1047,0.06130112338454799,0.05952380952380952
713,1593161246,06-26-2020 10:47:26,2,1,2,1,1049,0.06111719605695509,0.05952380952380952
714,1593161250,06-26-2020 10:47:30,3,1,3,1,1052,0.06106225157272073,0.05952380952380952
715,1593161250,06-26-2020 10:47:30,7,1,7,1,1059,0.060968357797878,0.05952380952380952
716,1593161250,06-26-2020 10:47:30,9,1,9,1,1068,0.060749272323244966,0.05952380952380952
717,1593161252,06-26-2020 10:47:32,1,1,1,1,1069,0.06047137625590785,0.05952380952380952
718,1593161252,06-26-2020 10:47:32,6,1,6,1,1075,0.06044007637171742,0.05952380952380952
719,1593161254,06-26-2020 10:47:34,5,1,5,1,1080,0.06025604908129089,0.05952380952380952
720,1593161255,06-26-2020 10:47:35,3,1,3,1,1083,0.06010142114818757,0.05952380952380952
721,1593161256,06-26-2020 10:47:36,8,1,8,1,1091,0.06000939114102363,0.05952380952380952
722,1593161261,06-26-2020 10:47:41,3,1,3,1,1094,0.059768315591734504,0.05952380952380952
723,1593161262,06-26-2020 10:47:42,0,1,0,1,1094,0.05967625786655813,0.05952380952380952
724,1593161263,06-26-2020 10:47:43,3,1,3,1,1097,0.059678126369841565,0.05952380952380952
725,1593161265,06-26-2020 10:47:45,11,1,11,1,1108,0.05958792585170341,0.05952380952380952
726,1593161267,06-26-2020 10:47:47,4,1,4,0,1108,0.05924719734452308,0.05952380952380952
727,1593161269,06-26-2020 10:47:49,7,1,7,0,1108,0.05925090817988225,0.05952380952380952
728,1593161273,06-26-2020 10:47:53,4,1,4,0,1108,0.05925833124530193,0.05952380952380952
729,1593161273,06-26-2020 10:47:53,0,1,0,0,1108,0.05925833124530193,0.05952380952380952
730,1593161275,06-26-2020 10:47:55,2,1,2,0,1108,0.05926204347553718,0.05952380952380952
731,1593161278,06-26-2020 10:47:58,7,1,7,0,1108,0.059267612693042634,0.05952380952380952
732,1593161278,06-26-2020 10:47:58,0,1,0,0,1108,0.059267612693042634,0.05952380952380952
733,1593161282,06-26-2020 10:48:02,8,1,8,0,1108,0.05927503994486043,0.05952380952380952
734,1593161284,06-26-2020 10:48:04,0,1,0,0,1108,0.05927875426888492,0.05952380952380952
735,1593161286,06-26-2020 10:48:06,1,1,1,0,1108,0.059282469058436475,0.05952380952380952
736,1593161288,06-26-2020 10:48:08,2,1,2,0,1108,0.05928618431360261,0.05952380952380952
737,1593161289,06-26-2020 10:48:09,1,1,1,0,1108,0.0592880421158185,0.05952380952380952
738,1593161290,06-26-2020 10:48:10,3,1,3,0,1108,0.05928990003447087,0.05952380952380952
739,1593161290,06-26-2020 10:48:10,4,1,4,0,1108,0.05928990003447087,0.05952380952380952
740,1593161293,06-26-2020 10:48:13,4,1,4,0,1108,0.05929547448915633,0.05952380952380952
741,1593161297,06-26-2020 10:48:17,1,1,1,0,1108,0.059302908726178535,0.05952380952380952
742,1593161298,06-26-2020 10:48:18,7,1,7,0,1108,0.059304767576716926,0.05952380952380952
743,1593162332,06-26-2020 11:05:32,9,1,9,1,1117,0.061291263079464836,0.05952380952380952
744,1593162333,06-26-2020 11:05:33,4,1,4,1,1121,0.06100168459245821,0.05952380952380952
745,1593162333,06-26-2020 11:05:33,2,1,2,1,1123,0.06087210055721135,0.05952380952380952
746,1593162334,06-26-2020 11:05:34,5,1,5,1,1128,0.06080927851751061,0.05952380952380952
747,1593162336,06-26-2020 11:05:36,4,1,4,1,1132,0.06065122306820023,0.05952380952380952
748,1593162339,06-26-2020 11:05:39,16,1,16,1,1148,0.06052750955868058,0.05952380952380952
749,1593162339,06-26-2020 11:05:39,3,1,3,1,1151,0.06000907264597239,0.05952380952380952
750,1593162341,06-26-2020 11:05:41,6,1,6,1,1157,0.059915748541801685,0.05952380952380952
751,1593162341,06-26-2020 11:05:41,5,1,5,1,1162,0.059721322099805574,0.05952380952380952
752,1593162344,06-26-2020 11:05:44,1,1,1,1,1163,0.05956509057912305,0.05952380952380952
753,1593162345,06-26-2020 11:05:45,1,1,1,1,1164,0.05953461239305159,0.05952380952380952
754,1593162346,06-26-2020 11:05:46,5,1,5,0,1164,0.05950413223140496,0.05952380952380952
755,1593162349,06-26-2020 11:05:49,0,1,0,0,1164,0.059509918319719954,0.05952380952380952
756,1593162350,06-26-2020 11:05:50,9,1,9,0,1164,0.05951184726589089,0.05952380952380952
757,1593162352,06-26-2020 11:05:52,7,1,7,0,1164,0.05951570553340465,0.05952380952380952
758,1593162355,06-26-2020 11:05:55,3,1,3,0,1164,0.05952149387278739,0.05952380952380952
759,1593162356,06-26-2020 11:05:56,4,1,4,0,1164,0.05952342356946021,0.05952380952380952
760,1593162357,06-26-2020 11:05:57,5,1,5,1,1169,0.05952535339125924,0.05952380952380952
761,1593162359,06-26-2020 11:05:59,9,1,9,0,1169,0.05936709681603009,0.05952380952380952
762,1593162362,06-26-2020 11:06:02,9,1,9,0,1169,0.05937287201271118,0.05952380952380952
763,1593162365,06-26-2020 11:06:05,2,1,2,0,1169,0.05937864833311714,0.05952380952380952
764,1593162366,06-26-2020 11:06:06,6,1,6,0,1169,0.05938057402302578,0.05952380952380952
765,1593162367,06-26-2020 11:06:07,1,1,1,0,1169,0.05938249983784134,0.05952380952380952
766,1593162369,06-26-2020 11:06:09,4,1,4,0,1169,0.05938635184224183,0.05952380952380952
767,1593162370,06-26-2020 11:06:10,1,1,1,0,1169,0.05938827803185106,0.05952380952380952
768,1593162372,06-26-2020 11:06:12,11,1,11,0,1169,0.059392130785948294,0.05952380952380952
769,1593162374,06-26-2020 11:06:14,4,1,4,0,1169,0.05939598403996497,0.05952380952380952
770,1593162377,06-26-2020 11:06:17,7,1,7,0,1169,0.05940176485855178,0.05952380952380952
771,1593162379,06-26-2020 11:06:19,2,1,2,0,1169,0.05940561936279281,0.05952380952380952
772,1593162381,06-26-2020 11:06:21,4,1,4,0,1169,0.05940947436729396,0.05952380952380952
773,1593162382,06-26-2020 11:06:22,8,1,8,0,1169,0.059411402057172526,0.05952380952380952
774,1593162382,06-26-2020 11:06:22,4,1,4,0,1169,0.059411402057172526,0.05952380952380952
775,1593162382,06-26-2020 11:06:22,2,1,2,0,1169,0.059411402057172526,0.05952380952380952
776,1593162383,06-26-2020 11:06:23,4,1,4,0,1169,0.059413329872152636,0.05952380952380952
777,1593162385,06-26-2020 11:06:25,4,1,4,0,1169,0.05941718587746625,0.05952380952380952
778,1593162385,06-26-2020 11:06:25,4,1,4,0,1169,0.05941718587746625,0.05952380952380952
779,1593162386,06-26-2020 11:06:26,4,1,4,0,1169,0.05941911406782411,0.05952380952380952
780,1593163425,06-26-2020 11:23:45,1,1,1,1,1170,0.06149247716281569,0.05952380952380952
781,1593163425,06-26-2020 11:23:45,1,1,1,1,1171,0.06145889306824288,0.05952380952380952
782,1593163425,06-26-2020 11:23:45,7,1,7,1,1178,0.06142530897367007,0.05952380952380952
783,1593163427,06-26-2020 11:23:47,6,1,6,1,1184,0.06119433062403439,0.05952380952380952
784,1593163427,06-26-2020 11:23:47,3,1,3,1,1187,0.060992812520991466,0.05952380952380952
785,1593163429,06-26-2020 11:23:49,2,1,2,1,1189,0.06089614402794572,0.05952380952380952
786,1593163431,06-26-2020 11:23:51,0,1,0,1,1189,0.06083305340947262,0.05952380952380952
787,1593163431,06-26-2020 11:23:51,2,1,2,1,1191,0.06083305340947262,0.05952380952380952
788,1593164439,06-26-2020 11:40:39,7,1,7,1,1198,0.0628954871010361,0.05952380952380952
789,1593164440,06-26-2020 11:40:40,6,1,6,1,1204,0.06265428879385279,0.05952380952380952
790,1593164441,06-26-2020 11:40:41,4,1,4,1,1208,0.06244784422809457,0.05952380952380952
791,1593164442,06-26-2020 11:40:42,3,1,3,1,1211,0.062310928752738276,0.05952380952380952
792,1593164444,06-26-2020 11:40:44,5,1,5,1,1216,0.06221093994505686,0.05952380952380952
793,1593164445,06-26-2020 11:40:45,0,1,0,1,1216,0.06203922659618862,0.05952380952380952
794,1593164447,06-26-2020 11:40:47,4,1,4,1,1220,0.062043541768101826,0.05952380952380952
795,1593164447,06-26-2020 11:40:47,4,1,4,1,1224,0.06190443068790429,0.05952380952380952
796,1593164449,06-26-2020 11:40:49,2,1,2,1,1226,0.06176961602671119,0.05952380952380952
797,1593164456,06-26-2020 11:40:56,0,1,0,1,1226,0.06171508088363194,0.05952380952380952
798,1593164458,06-26-2020 11:40:58,4,1,4,1,1230,0.06171937515221097,0.05952380952380952
799,1593164460,06-26-2020 11:41:00,5,1,5,1,1235,0.061584496016144186,0.05952380952380952
800,1593164461,06-26-2020 11:41:01,5,1,5,1,1240,0.061412665274878216,0.05952380952380952
801,1593164462,06-26-2020 11:41:02,3,1,3,1,1243,0.06124082257559414,0.05952380952380952
802,1593164464,06-26-2020 11:41:04,8,1,8,1,1251,0.06114068970317013,0.05952380952380952
803,1593164466,06-26-2020 11:41:06,4,1,4,1,1255,0.06086653906385941,0.05952380952380952
804,1593164469,06-26-2020 11:41:09,3,1,3,1,1258,0.060733676736739524,0.05952380952380952
805,1593164469,06-26-2020 11:41:09,3,1,3,1,1261,0.06062926353891132,0.05952380952380952
806,1593164470,06-26-2020 11:41:10,2,1,2,1,1263,0.060526956945459606,0.05952380952380952
807,1593164471,06-26-2020 11:41:11,3,1,3,1,1266,0.060459450052210234,0.05952380952380952
808,1593164471,06-26-2020 11:41:11,6,1,6,1,1272,0.06035502958579882,0.05952380952380952
809,1593164471,06-26-2020 11:41:11,9,1,9,1,1281,0.06014618865297598,0.05952380952380952
810,1593164472,06-26-2020 11:41:12,5,1,5,1,1286,0.0598350099202896,0.05952380952380952
811,1593164474,06-26-2020 11:41:14,5,1,5,1,1291,0.05966512340307028,0.05952380952380952
812,1593164474,06-26-2020 11:41:14,3,1,3,0,1291,0.05949107111776378,0.05952380952380952
813,1593164476,06-26-2020 11:41:16,6,1,6,0,1291,0.05949521322889469,0.05952380952380952
814,1593164476,06-26-2020 11:41:16,5,1,5,0,1291,0.05949521322889469,0.05952380952380952
815,1593164476,06-26-2020 11:41:16,1,1,1,0,1291,0.05949521322889469,0.05952380952380952
816,1593164476,06-26-2020 11:41:16,1,1,1,0,1291,0.05949521322889469,0.05952380952380952
817,1593164477,06-26-2020 11:41:17,0,1,0,0,1291,0.05949728450076591,0.05952380952380952
818,1593164478,06-26-2020 11:41:18,2,1,2,0,1291,0.05949935591686105,0.05952380952380952
819,1593164480,06-26-2020 11:41:20,2,1,2,0,1291,0.05950349918178337,0.05952380952380952
820,1593164480,06-26-2020 11:41:20,3,1,3,0,1291,0.05950349918178337,0.05952380952380952
821,1593164481,06-26-2020 11:41:21,4,1,4,0,1291,0.05950557103064067,0.05952380952380952
822,1593164481,06-26-2020 11:41:21,3,1,3,0,1291,0.05950557103064067,0.05952380952380952
823,1593164483,06-26-2020 11:41:23,5,1,5,0,1291,0.05950971516122293,0.05952380952380952
824,1593164484,06-26-2020 11:41:24,2,1,2,0,1291,0.059511787442978026,0.05952380952380952
825,1593164484,06-26-2020 11:41:24,4,1,4,0,1291,0.059511787442978026,0.05952380952380952
826,1593164486,06-26-2020 11:41:26,0,1,0,0,1291,0.059515932439491555,0.05952380952380952
827,1593164487,06-26-2020 11:41:27,4,1,4,0,1291,0.05951800515428014,0.05952380952380952
828,1593164490,06-26-2020 11:41:30,1,1,1,1,1292,0.0595242241649542,0.05952380952380952
829,1593164493,06-26-2020 11:41:33,0,1,0,0,1292,0.0594956109795179,0.05952380952380952
830,1593164496,06-26-2020 11:41:36,5,1,5,0,1292,0.059501828949660336,0.05952380952380952
831,1593164496,06-26-2020 11:41:36,2,1,2,0,1292,0.059501828949660336,0.05952380952380952
832,1593164496,06-26-2020 11:41:36,3,1,3,0,1292,0.059501828949660336,0.05952380952380952
833,1593164500,06-26-2020 11:41:40,8,1,8,0,1292,0.059510121598550576,0.05952380952380952
834,1593164500,06-26-2020 11:41:40,5,1,5,0,1292,0.059510121598550576,0.05952380952380952
835,1593164502,06-26-2020 11:41:42,4,1,4,0,1292,0.0595142687898533,0.05952380952380952
836,1593164503,06-26-2020 11:41:43,6,1,6,0,1292,0.059516342602271934,0.05952380952380952
837,1593164505,06-26-2020 11:41:45,5,1,5,0,1292,0.059520490660719266,0.05952380952380952
838,1593164506,06-26-2020 11:41:46,1,1,1,0,1292,0.05952256490677819,0.05952380952380952
839,1593164509,06-26-2020 11:41:49,3,1,3,1,1295,0.059528788512477344,0.05952380952380952
840,1593164514,06-26-2020 11:41:54,7,1,7,0,1295,0.059434587095199914,0.05952380952380952
841,1593164517,06-26-2020 11:41:57,2,1,2,0,1295,0.0594408032352531,0.05952380952380952
842,1593164519,06-26-2020 11:41:59,2,1,2,0,1295,0.059444948051042466,0.05952380952380952
843,1593164520,06-26-2020 11:42:00,1,1,1,0,1295,0.05944702067570866,0.05952380952380952
844,1593164521,06-26-2020 11:42:01,7,1,7,0,1295,0.05944909344490935,0.05952380952380952
845,1593164522,06-26-2020 11:42:02,2,1,2,0,1295,0.05945116635865964,0.05952380952380952
846,1593164522,06-26-2020 11:42:02,2,1,2,0,1295,0.05945116635865964,0.05952380952380952
847,1593164522,06-26-2020 11:42:02,1,1,1,0,1295,0.05945116635865964,0.05952380952380952
848,1593164523,06-26-2020 11:42:03,5,1,5,0,1295,0.05945323941697468,0.05952380952380952
849,1593164525,06-26-2020 11:42:05,3,1,3,0,1295,0.059457385967359465,0.05952380952380952
850,1593164526,06-26-2020 11:42:06,8,1,8,0,1295,0.05945945945945946,0.05952380952380952
851,1593164526,06-26-2020 11:42:06,1,1,1,0,1295,0.05945945945945946,0.05952380952380952
852,1593164526,06-26-2020 11:42:06,5,1,5,0,1295,0.05945945945945946,0.05952380952380952
853,1593164526,06-26-2020 11:42:06,4,1,4,0,1295,0.05945945945945946,0.05952380952380952
854,1593164530,06-26-2020 11:42:10,3,1,3,0,1295,0.059467754874263194,0.05952380952380952
855,1593164532,06-26-2020 11:42:12,3,1,3,0,1295,0.059471903449719206,0.05952380952380952
856,1593164534,06-26-2020 11:42:14,9,1,9,0,1295,0.05947605260403949,0.05952380952380952
857,1593164537,06-26-2020 11:42:17,5,1,5,0,1295,0.05948227742115546,0.05952380952380952
858,1593164538,06-26-2020 11:42:18,1,1,1,0,1295,0.05948435264975753,0.05952380952380952
859,1593164538,06-26-2020 11:42:18,0,1,0,0,1295,0.05948435264975753,0.05952380952380952
860,1593164542,06-26-2020 11:42:22,6,1,6,0,1295,0.059492655012387034,0.05952380952380952
861,1593164542,06-26-2020 11:42:22,4,1,4,0,1295,0.059492655012387034,0.05952380952380952
862,1593164544,06-26-2020 11:42:24,7,1,7,0,1295,0.059496807062846775,0.05952380952380952
863,1593164547,06-26-2020 11:42:27,3,1,3,0,1295,0.05950303622530886,0.05952380952380952
864,1593164547,06-26-2020 11:42:27,4,1,4,0,1295,0.05950303622530886,0.05952380952380952
865,1593164547,06-26-2020 11:42:27,3,1,3,0,1295,0.05950303622530886,0.05952380952380952
866,1593164549,06-26-2020 11:42:29,6,1,6,0,1295,0.05950718972497557,0.05952380952380952
867,1593164550,06-26-2020 11:42:30,4,1,4,0,1295,0.05950926669226205,0.05952380952380952
868,1593164550,06-26-2020 11:42:30,13,1,13,0,1295,0.05950926669226205,0.05952380952380952
869,1593164551,06-26-2020 11:42:31,1,1,1,0,1295,0.05951134380453752,0.05952380952380952
870,1593164552,06-26-2020 11:42:32,2,1,2,0,1295,0.059513421061817166,0.05952380952380952
871,1593164552,06-26-2020 11:42:32,3,1,3,0,1295,0.059513421061817166,0.05952380952380952
872,1593164555,06-26-2020 11:42:35,3,1,3,0,1295,0.059519653703833,0.05952380952380952
873,1593164557,06-26-2020 11:42:37,5,1,5,1,1300,0.05952380952380952,0.05952380952380952
874,1593164557,06-26-2020 11:42:37,8,1,8,0,1300,0.059349252897639995,0.05952380952380952
875,1593164558,06-26-2020 11:42:38,7,1,7,0,1300,0.05935132493104772,0.05952380952380952
876,1593164558,06-26-2020 11:42:38,4,1,4,0,1300,0.05935132493104772,0.05952380952380952
877,1593164559,06-26-2020 11:42:39,4,1,4,0,1300,0.05935339710914042,0.05952380952380952
878,1593164560,06-26-2020 11:42:40,1,1,1,0,1300,0.05935546943193324,0.05952380952380952
879,1593164562,06-26-2020 11:42:42,6,1,6,0,1300,0.05935961451167988,0.05952380952380952
880,1593164564,06-26-2020 11:42:44,2,1,2,0,1300,0.05936376017040891,0.05952380952380952
881,1593164564,06-26-2020 11:42:44,5,1,5,0,1300,0.05936376017040891,0.05952380952380952
882,1593164564,06-26-2020 11:42:44,3,1,3,0,1300,0.05936376017040891,0.05952380952380952
883,1593164567,06-26-2020 11:42:47,2,1,2,0,1300,0.059369979744359855,0.05952380952380952
884,1593164567,06-26-2020 11:42:47,2,1,2,0,1300,0.059369979744359855,0.05952380952380952
885,1593164567,06-26-2020 11:42:47,5,1,5,0,1300,0.059369979744359855,0.05952380952380952
886,1593164567,06-26-2020 11:42:47,4,1,4,0,1300,0.059369979744359855,0.05952380952380952
887,1593164567,06-26-2020 11:42:47,2,1,2,0,1300,0.059369979744359855,0.05952380952380952
888,1593164569,06-26-2020 11:42:49,1,1,1,0,1300,0.059374126851075716,0.05952380952380952
889,1593164570,06-26-2020 11:42:50,2,1,2,0,1300,0.05937620062170375,0.05952380952380952
890,1593164573,06-26-2020 11:42:53,2,1,2,0,1300,0.05938242280285035,0.05952380952380952
891,1593164575,06-26-2020 11:42:55,7,1,7,0,1300,0.05938657164815203,0.05952380952380952
892,1593164576,06-26-2020 11:42:56,5,1,5,0,1300,0.059388646288209605,0.05952380952380952
893,1593164577,06-26-2020 11:42:57,2,1,2,0,1300,0.05939072107322527,0.05952380952380952
894,1593164580,06-26-2020 11:43:00,1,1,1,0,1300,0.05939694629817267,0.05952380952380952
895,1593164582,06-26-2020 11:43:02,4,1,4,0,1300,0.05940109717320661,0.05952380952380952
896,1593164583,06-26-2020 11:43:03,3,1,3,0,1300,0.059403172828289885,0.05952380952380952
897,1593164584,06-26-2020 11:43:04,3,1,3,0,1300,0.05940524862843764,0.05952380952380952
898,1593164585,06-26-2020 11:43:05,8,1,8,0,1300,0.059407324573665085,0.05952380952380952
899,1593164585,06-26-2020 11:43:05,5,1,5,0,1300,0.059407324573665085,0.05952380952380952
900,1593164588,06-26-2020 11:43:08,5,1,5,0,1300,0.05941355327997763,0.05952380952380952
901,1593164588,06-26-2020 11:43:08,7,1,7,0,1300,0.05941355327997763,0.05952380952380952
902,1593164588,06-26-2020 11:43:08,3,1,3,0,1300,0.05941355327997763,0.05952380952380952
903,1593164589,06-26-2020 11:43:09,5,1,5,0,1300,0.05941562980567594,0.05952380952380952
904,1593164589,06-26-2020 11:43:09,3,1,3,0,1300,0.05941562980567594,0.05952380952380952
905,1593164591,06-26-2020 11:43:11,1,1,1,0,1300,0.05941978329255505,0.05952380952380952
906,1593164592,06-26-2020 11:43:12,3,1,3,0,1300,0.0594218602537663,0.05952380952380952
907,1593164595,06-26-2020 11:43:15,1,1,1,0,1300,0.05942809200866951,0.05952380952380952
908,1593164595,06-26-2020 11:43:15,2,1,2,0,1300,0.05942809200866951,0.05952380952380952
909,1593164598,06-26-2020 11:43:18,5,1,5,0,1300,0.05943432507079677,0.05952380952380952
910,1593164599,06-26-2020 11:43:19,2,1,2,0,1300,0.05943640304873785,0.05952380952380952
911,1593164600,06-26-2020 11:43:20,1,1,1,0,1300,0.059438481171986995,0.05952380952380952
912,1593164601,06-26-2020 11:43:21,5,1,5,0,1300,0.05944055944055944,0.05952380952380952
913,1593164602,06-26-2020 11:43:22,3,1,3,0,1300,0.05944263785447044,0.05952380952380952
914,1593164603,06-26-2020 11:43:23,2,1,2,0,1300,0.05944471641373523,0.05952380952380952
915,1593164603,06-26-2020 11:43:23,5,1,5,0,1300,0.05944471641373523,0.05952380952380952
916,1593164604,06-26-2020 11:43:24,3,1,3,0,1300,0.05944679511836906,0.05952380952380952
917,1593164605,06-26-2020 11:43:25,2,1,2,0,1300,0.05944887396838719,0.05952380952380952
918,1593164605,06-26-2020 11:43:25,3,1,3,0,1300,0.05944887396838719,0.05952380952380952
919,1593164606,06-26-2020 11:43:26,4,1,4,0,1300,0.059450952963804864,0.05952380952380952
920,1593164608,06-26-2020 11:43:28,3,1,3,0,1300,0.05945511139089987,0.05952380952380952
921,1593164609,06-26-2020 11:43:29,8,1,8,0,1300,0.059457190822607725,0.05952380952380952
922,1593164610,06-26-2020 11:43:30,1,1,1,0,1300,0.05945927039977615,0.05952380952380952
923,1593164611,06-26-2020 11:43:31,8,1,8,0,1300,0.059461350122420424,0.05952380952380952
924,1593164612,06-26-2020 11:43:32,8,1,8,0,1300,0.05946342999055581,0.05952380952380952
925,1593164613,06-26-2020 11:43:33,0,1,0,0,1300,0.059465510004197565,0.05952380952380952
926,1593164615,06-26-2020 11:43:35,1,1,1,0,1300,0.059469670468061286,0.05952380952380952
927,1593164615,06-26-2020 11:43:35,6,1,6,0,1300,0.059469670468061286,0.05952380952380952
928,1593164616,06-26-2020 11:43:36,7,1,7,0,1300,0.059471750918313804,0.05952380952380952
929,1593164617,06-26-2020 11:43:37,2,1,2,0,1300,0.05947383151413378,0.05952380952380952
