identifiant,timestamp,timestamp_string,nombre_impressions,prix_impression,prix_total,achat,budget_depense,bt,cible
1195,1593168108,06-26-2020 12:41:48,1,1,1,0,1510,0.05937910971187184,0.05952380952380952
1196,1593168111,06-26-2020 12:41:51,5,1,5,0,1510,0.059386209645277,0.05952380952380952
1197,1593168113,06-26-2020 12:41:53,0,1,0,0,1510,0.05939094387755102,0.05952380952380952
1198,1593168117,06-26-2020 12:41:57,2,1,2,0,1510,0.05940041460692075,0.05952380952380952
1199,1593168124,06-26-2020 12:42:04,2,1,2,0,1510,0.059416995653387567,0.05952380952380952
1200,1593168125,06-26-2020 12:42:05,5,1,5,0,1510,0.059419365130004786,0.05952380952380952
1201,1593168130,06-26-2020 12:42:10,7,1,7,0,1510,0.05943121534841051,0.05952380952380952
1202,1593168134,06-26-2020 12:42:14,4,1,4,0,1510,0.05944069892687597,0.05952380952380952
1203,1593168140,06-26-2020 12:42:20,2,1,2,0,1510,0.059454929970871075,0.05952380952380952
1204,1593168146,06-26-2020 12:42:26,3,1,3,0,1510,0.0594691678307723,0.05952380952380952
1205,1593168149,06-26-2020 12:42:29,5,1,5,0,1510,0.059476289318218106,0.05952380952380952
1206,1593168151,06-26-2020 12:42:31,3,1,3,0,1510,0.05948103792415169,0.05952380952380952
1207,1593168156,06-26-2020 12:42:36,0,1,0,0,1510,0.05949291275703733,0.05952380952380952
1208,1593168160,06-26-2020 12:42:40,2,1,2,0,1510,0.05950241603769817,0.05952380952380952
1209,1593168160,06-26-2020 12:42:40,4,1,4,0,1510,0.05950241603769817,0.05952380952380952
1210,1593168164,06-26-2020 12:42:44,7,1,7,0,1510,0.059511922354914724,0.05952380952380952
1211,1593168167,06-26-2020 12:42:47,4,1,4,0,1510,0.05951905408644244,0.05952380952380952
1212,1593168167,06-26-2020 12:42:47,10,1,10,0,1510,0.05951905408644244,0.05952380952380952
1213,1593168169,06-26-2020 12:42:49,8,1,8,1,1518,0.05952380952380952,0.05952380952380952
1214,1593168174,06-26-2020 12:42:54,2,1,2,0,1518,0.05921604666959684,0.05952380952380952
1215,1593168177,06-26-2020 12:42:57,0,1,0,0,1518,0.059223145780051153,0.05952380952380952
1216,1593168183,06-26-2020 12:43:03,1,1,1,0,1518,0.05923734910864178,0.05952380952380952
1217,1593168186,06-26-2020 12:43:06,2,1,2,0,1518,0.059244453328003197,0.05952380952380952
1218,1593168188,06-26-2020 12:43:08,2,1,2,0,1518,0.05924919042098109,0.05952380952380952
1219,1593168194,06-26-2020 12:43:14,1,1,1,0,1518,0.05926340624625105,0.05952380952380952
1220,1593168194,06-26-2020 12:43:14,7,1,7,0,1518,0.05926340624625105,0.05952380952380952
1221,1593168199,06-26-2020 12:43:19,2,1,2,0,1518,0.05927525797936165,0.05952380952380952
1222,1593168202,06-26-2020 12:43:22,2,1,2,0,1518,0.059282371294851796,0.05952380952380952
1223,1593168206,06-26-2020 12:43:26,0,1,0,0,1518,0.05929185837167433,0.05952380952380952
1224,1593168206,06-26-2020 12:43:26,2,1,2,0,1518,0.05929185837167433,0.05952380952380952
1225,1593168210,06-26-2020 12:43:30,1,1,1,0,1518,0.05930134848545476,0.05952380952380952
1226,1593168210,06-26-2020 12:43:30,5,1,5,0,1518,0.05930134848545476,0.05952380952380952
1227,1593168215,06-26-2020 12:43:35,8,1,8,0,1518,0.05931321540062435,0.05952380952380952
1228,1593168219,06-26-2020 12:43:39,1,1,1,0,1518,0.05932271235289408,0.05952380952380952
1229,1593168219,06-26-2020 12:43:39,7,1,7,0,1518,0.05932271235289408,0.05952380952380952
1230,1593168221,06-26-2020 12:43:41,0,1,0,0,1518,0.05932746196957566,0.05952380952380952
1231,1593168224,06-26-2020 12:43:44,4,1,4,0,1518,0.059334587820795134,0.05952380952380952
1232,1593168229,06-26-2020 12:43:49,2,1,2,0,1518,0.05934646804420952,0.05952380952380952
1233,1593168231,06-26-2020 12:43:51,1,1,1,0,1518,0.05935122146575891,0.05952380952380952
1234,1593168232,06-26-2020 12:43:52,6,1,6,0,1518,0.059353598462092996,0.05952380952380952
1235,1593168238,06-26-2020 12:43:58,13,1,13,0,1518,0.05936786443937027,0.05952380952380952
1236,1593168239,06-26-2020 12:43:59,4,1,4,0,1518,0.059370242769008895,0.05952380952380952
1237,1593168243,06-26-2020 12:44:03,6,1,6,0,1518,0.05937975799342896,0.05952380952380952
1238,1593168245,06-26-2020 12:44:05,3,1,3,0,1518,0.05938451674947908,0.05952380952380952
1239,1593168247,06-26-2020 12:44:07,5,1,5,0,1518,0.059389276268333735,0.05952380952380952
1240,1593168249,06-26-2020 12:44:09,0,1,0,0,1518,0.05939403655017634,0.05952380952380952
1241,1593168251,06-26-2020 12:44:11,3,1,3,0,1518,0.05939879759519038,0.05952380952380952
1242,1593168255,06-26-2020 12:44:15,8,1,8,0,1518,0.059408321975467006,0.05952380952380952
1243,1593168258,06-26-2020 12:44:18,3,1,3,0,1518,0.059415467265365035,0.05952380952380952
1244,1593168262,06-26-2020 12:44:22,6,1,6,0,1518,0.05942499699266209,0.05952380952380952
1245,1593168264,06-26-2020 12:44:24,2,1,2,0,1518,0.05942976300276697,0.05952380952380952
1246,1593168265,06-26-2020 12:44:25,3,1,3,0,1518,0.05943214629451395,0.05952380952380952
1247,1593168266,06-26-2020 12:44:26,4,1,4,0,1518,0.059434529777421294,0.05952380952380952
1248,1593168271,06-26-2020 12:44:31,5,1,5,0,1518,0.05944645006016847,0.05952380952380952
1249,1593168273,06-26-2020 12:44:33,0,1,0,0,1518,0.05945121951219512,0.05952380952380952
1250,1593168278,06-26-2020 12:44:38,1,1,1,0,1518,0.05946314649119287,0.05952380952380952
1251,1593168280,06-26-2020 12:44:40,4,1,4,0,1518,0.0594679186228482,0.05952380952380952
1252,1593168286,06-26-2020 12:44:46,1,1,1,0,1518,0.059482239614689944,0.05952380952380952
1253,1593168291,06-26-2020 12:44:51,0,1,0,0,1518,0.05949417904456042,0.05952380952380952
1254,1593168292,06-26-2020 12:44:52,5,1,5,0,1518,0.059496567505720827,0.05952380952380952
1255,1593168299,06-26-2020 12:44:59,4,1,4,0,1518,0.0595132921050518,0.05952380952380952
1256,1593168302,06-26-2020 12:45:02,8,1,8,0,1518,0.0595204626691835,0.05952380952380952
1257,1593168306,06-26-2020 12:45:06,1,1,1,1,1519,0.05953002610966057,0.05952380952380952
1258,1593168310,06-26-2020 12:45:10,2,1,2,0,1519,0.05949941746012615,0.05952380952380952
1259,1593168311,06-26-2020 12:45:11,0,1,0,0,1519,0.05950180795500201,0.05952380952380952
1260,1593168316,06-26-2020 12:45:16,2,1,2,0,1519,0.05951376331123166,0.05952380952380952
1261,1593168320,06-26-2020 12:45:20,2,1,2,0,1519,0.05952333105582573,0.05952380952380952
1262,1593168326,06-26-2020 12:45:26,5,1,5,1,1524,0.05953768844221106,0.05952380952380952
1263,1593168327,06-26-2020 12:45:27,4,1,4,0,1524,0.05933906890729276,0.05952380952380952
1264,1593168330,06-26-2020 12:45:30,0,1,0,0,1524,0.059346226528889066,0.05952380952380952
1265,1593168333,06-26-2020 12:45:33,3,1,3,0,1524,0.05935338587743284,0.05952380952380952
1266,1593168335,06-26-2020 12:45:35,2,1,2,0,1524,0.05935815973618596,0.05952380952380952
1267,1593168338,06-26-2020 12:45:38,8,1,8,0,1524,0.05936532196436472,0.05952380952380952
1268,1593168339,06-26-2020 12:45:39,0,1,0,0,1524,0.05936770975786341,0.05952380952380952
1269,1593168340,06-26-2020 12:45:40,4,1,4,0,1524,0.0593700977434536,0.05952380952380952
1270,1593168346,06-26-2020 12:45:46,0,1,0,0,1524,0.05938442969221484,0.05952380952380952
1271,1593168349,06-26-2020 12:45:49,8,1,8,0,1524,0.05939159826170932,0.05952380952380952
1272,1593168353,06-26-2020 12:45:53,8,1,8,0,1524,0.0594011590470058,0.05952380952380952
1273,1593168355,06-26-2020 12:45:55,5,1,5,0,1524,0.0594059405940594,0.05952380952380952
1274,1593168358,06-26-2020 12:45:58,5,1,5,0,1524,0.0594131143581693,0.05952380952380952
1275,1593168359,06-26-2020 12:45:59,1,1,1,0,1524,0.05941550599790677,0.05952380952380952
1276,1593168360,06-26-2020 12:46:00,7,1,7,0,1524,0.05941789783020007,0.05952380952380952
1277,1593168364,06-26-2020 12:46:04,2,1,2,0,1524,0.059427467085396785,0.05952380952380952
1278,1593169434,06-26-2020 13:03:54,3,1,3,1,1527,0.062102915807632435,0.05952380952380952
1279,1593169438,06-26-2020 13:03:58,4,1,4,1,1531,0.0619871228380255,0.05952380952380952
1280,1593169446,06-26-2020 13:04:06,4,1,4,1,1535,0.06183961271311303,0.05952380952380952
1281,1593169452,06-26-2020 13:04:12,8,1,8,1,1543,0.06168680786559434,0.05952380952380952
1282,1593169455,06-26-2020 13:04:15,7,1,7,1,1550,0.06135770234986945,0.05952380952380952
1283,1593169461,06-26-2020 13:04:21,5,1,5,1,1555,0.061078348778433024,0.05952380952380952
1284,1593169467,06-26-2020 13:04:27,0,1,0,1,1555,0.060883121260638745,0.05952380952380952
1285,1593169474,06-26-2020 13:04:34,6,1,6,1,1561,0.0609010831542125,0.05952380952380952
1286,1593169481,06-26-2020 13:04:41,7,1,7,1,1568,0.06066610455311973,0.05952380952380952
1287,1593169488,06-26-2020 13:04:48,3,1,3,1,1571,0.060388816261122594,0.05952380952380952
1288,1593169493,06-26-2020 13:04:53,4,1,4,1,1575,0.06027501265395647,0.05952380952380952
1289,1593169496,06-26-2020 13:04:56,3,1,3,1,1578,0.0601139000210926,0.05952380952380952
1290,1593169503,06-26-2020 13:05:03,0,1,0,1,1578,0.060005063718457256,0.05952380952380952
1291,1593169512,06-26-2020 13:05:12,0,1,0,1,1578,0.06002786103254675,0.05952380952380952
1292,1593169517,06-26-2020 13:05:17,5,1,5,1,1583,0.06004053369363283,0.05952380952380952
1293,1593169518,06-26-2020 13:05:18,2,1,2,1,1585,0.05983194696617827,0.05952380952380952
1294,1593169525,06-26-2020 13:05:25,1,1,1,1,1586,0.05976516303429633,0.05952380952380952
1295,1593169529,06-26-2020 13:05:29,2,1,2,1,1588,0.059733017911456576,0.05952380952380952
1296,1593169532,06-26-2020 13:05:32,2,1,2,1,1590,0.05965609024462377,0.05952380952380952
1297,1593169538,06-26-2020 13:05:38,4,1,4,1,1594,0.05958669653044838,0.05952380952380952
1298,1593169541,06-26-2020 13:05:41,1,1,1,0,1594,0.05942519019442096,0.05952380952380952
1299,1593169546,06-26-2020 13:05:46,2,1,2,0,1594,0.05943775100401606,0.05952380952380952
1300,1593169554,06-26-2020 13:05:54,2,1,2,0,1594,0.05945785934790883,0.05952380952380952
1301,1593169560,06-26-2020 13:06:00,4,1,4,0,1594,0.059472949536821626,0.05952380952380952
1302,1593169566,06-26-2020 13:06:06,2,1,2,0,1594,0.05948804738734927,0.05952380952380952
1303,1593169569,06-26-2020 13:06:09,1,1,1,0,1594,0.05949559918754232,0.05952380952380952
1304,1593169574,06-26-2020 13:06:14,2,1,2,0,1594,0.059508189782875524,0.05952380952380952
1305,1593169580,06-26-2020 13:06:20,1,1,1,0,1594,0.05952330553321197,0.05952380952380952
1306,1593169584,06-26-2020 13:06:24,7,1,7,1,1601,0.05953338696701529,0.05952380952380952
1307,1593169590,06-26-2020 13:06:30,1,1,1,0,1601,0.059252043539028416,0.05952380952380952
1308,1593170617,06-26-2020 13:23:37,6,1,6,1,1607,0.0619465108041091,0.05952380952380952
1309,1593170621,06-26-2020 13:23:41,4,1,4,1,1611,0.061691762621789194,0.05952380952380952
1310,1593170624,06-26-2020 13:23:44,9,1,9,1,1620,0.061522788678743855,0.05952380952380952
1311,1593170630,06-26-2020 13:23:50,7,1,7,1,1627,0.061140401400026585,0.05952380952380952
1312,1593170632,06-26-2020 13:23:52,0,1,0,1,1627,0.060835659532987724,0.05952380952380952
1313,1593171561,06-26-2020 13:39:21,4,1,4,1,1631,0.06344731977818854,0.05952380952380952
1314,1593171568,06-26-2020 13:39:28,6,1,6,1,1637,0.0632829473489576,0.05952380952380952
1315,1593171572,06-26-2020 13:39:32,0,1,0,1,1637,0.06301724536501918,0.05952380952380952
1316,1593171577,06-26-2020 13:39:37,1,1,1,1,1638,0.06303181650018498,0.05952380952380952
1317,1593171579,06-26-2020 13:39:39,0,1,0,1,1638,0.06299139765054111,0.05952380952380952
1318,1593171589,06-26-2020 13:39:49,1,1,1,1,1639,0.06302054414214325,0.05952380952380952
1319,1593171597,06-26-2020 13:39:57,1,1,1,1,1640,0.06299759303832624,0.05952380952380952
1320,1593171602,06-26-2020 13:40:02,4,1,4,1,1644,0.06296587804990972,0.05952380952380952
1321,1593171609,06-26-2020 13:40:09,5,1,5,1,1649,0.06280103742126714,0.05952380952380952
1322,1593171616,06-26-2020 13:40:16,1,1,1,1,1650,0.06258976140838546,0.05952380952380952
1323,1593171623,06-26-2020 13:40:23,6,1,6,1,1656,0.06256372230975994,0.05952380952380952
1324,1593171626,06-26-2020 13:40:26,2,1,2,1,1658,0.06229432213209733,0.05952380952380952
1325,1593171636,06-26-2020 13:40:36,4,1,4,1,1662,0.06223046603292372,0.05952380952380952
1326,1593171639,06-26-2020 13:40:39,0,1,0,1,1662,0.06205361283739913,0.05952380952380952
1327,1593171650,06-26-2020 13:40:50,0,1,0,1,1662,0.062085286065611804,0.05952380952380952
1328,1593171653,06-26-2020 13:40:53,1,1,1,1,1663,0.06209392983107481,0.05952380952380952
1329,1593171659,06-26-2020 13:40:59,6,1,6,1,1669,0.062064803639402095,0.05952380952380952
1330,1593171667,06-26-2020 13:41:07,3,1,3,1,1672,0.061809231912324694,0.05952380952380952
1331,1593171676,06-26-2020 13:41:16,1,1,1,1,1673,0.06169570267131243,0.05952380952380952
1332,1593171679,06-26-2020 13:41:19,2,1,2,1,1675,0.06165783849084658,0.05952380952380952
1333,1593171686,06-26-2020 13:41:26,1,1,1,1,1676,0.06158494073901929,0.05952380952380952
1334,1593171691,06-26-2020 13:41:31,0,1,0,1,1676,0.06155276615527661,0.05952380952380952
1335,1593171694,06-26-2020 13:41:34,1,1,1,1,1677,0.061561352117915094,0.05952380952380952
1336,1593171703,06-26-2020 13:41:43,11,1,11,1,1688,0.06154060842869104,0.05952380952380952
1337,1593171708,06-26-2020 13:41:48,3,1,3,1,1691,0.06104313032150002,0.05952380952380952
1338,1593171714,06-26-2020 13:41:54,1,1,1,1,1692,0.060920556615628056,0.05952380952380952
1339,1593171718,06-26-2020 13:41:58,1,1,1,1,1693,0.060885351207931857,0.05952380952380952
1340,1593171726,06-26-2020 13:42:06,8,1,8,1,1701,0.060861466821885916,0.05952380952380952
1341,1593171737,06-26-2020 13:42:17,8,1,8,1,1709,0.060519940365262766,0.05952380952380952
1342,1593171744,06-26-2020 13:42:24,4,1,4,1,1713,0.06016684531854406,0.05952380952380952
1343,1593171752,06-26-2020 13:42:32,0,1,0,1,1713,0.060002797333209006,0.05952380952380952
1344,1593171757,06-26-2020 13:42:37,4,1,4,1,1717,0.06001678791270285,0.05952380952380952
1345,1593171761,06-26-2020 13:42:41,6,1,6,1,1723,0.05984141791044776,0.05952380952380952
1346,1593171767,06-26-2020 13:42:47,1,1,1,1,1724,0.05957824017915461,0.05952380952380952
1347,1593171770,06-26-2020 13:42:50,8,1,8,1,1732,0.05953991880920163,0.05952380952380952
1348,1593171773,06-26-2020 13:42:53,9,1,9,0,1732,0.059174911330968825,0.05952380952380952
1349,1593171777,06-26-2020 13:42:57,5,1,5,0,1732,0.05918595967139657,0.05952380952380952
1350,1593171783,06-26-2020 13:43:03,4,1,4,0,1732,0.059202539919693715,0.05952380952380952
1351,1593171793,06-26-2020 13:43:13,4,1,4,0,1732,0.05923019431988042,0.05952380952380952
1352,1593171797,06-26-2020 13:43:17,2,1,2,0,1732,0.059241263315268175,0.05952380952380952
1353,1593171804,06-26-2020 13:43:24,0,1,0,0,1732,0.059260644015516194,0.05952380952380952
1354,1593171810,06-26-2020 13:43:30,0,1,0,0,1732,0.05927726613996541,0.05952380952380952
1355,1593171821,06-26-2020 13:43:41,5,1,5,0,1732,0.05930776426566885,0.05952380952380952
1356,1593171828,06-26-2020 13:43:48,7,1,7,0,1732,0.05932718850886633,0.05952380952380952
1357,1593171836,06-26-2020 13:43:56,3,1,3,0,1732,0.05934940322958109,0.05952380952380952
1358,1593171838,06-26-2020 13:43:58,6,1,6,0,1732,0.0593549595094322,0.05952380952380952
1359,1593171848,06-26-2020 13:44:08,4,1,4,0,1732,0.059382756521331896,0.05952380952380952
1360,1593171853,06-26-2020 13:44:13,2,1,2,0,1732,0.05939666479295484,0.05952380952380952
1361,1593171861,06-26-2020 13:44:21,2,1,2,0,1732,0.059418931583880036,0.05952380952380952
1362,1593171876,06-26-2020 13:44:36,0,1,0,0,1732,0.05946072684642439,0.05952380952380952
1363,1593171882,06-26-2020 13:44:42,3,1,3,0,1732,0.059477461419391156,0.05952380952380952
1364,1593171885,06-26-2020 13:44:45,5,1,5,0,1732,0.05948583223869394,0.05952380952380952
1365,1593171897,06-26-2020 13:44:57,0,1,0,0,1732,0.05951933909125047,0.05952380952380952
1366,1593171901,06-26-2020 13:45:01,3,1,3,1,1735,0.05953051643192488,0.05952380952380952
1367,1593171905,06-26-2020 13:45:05,4,1,4,0,1735,0.059400826446280995,0.05952380952380952
1368,1593171910,06-26-2020 13:45:10,5,1,5,0,1735,0.05941477619651496,0.05952380952380952
1369,1593171912,06-26-2020 13:45:12,6,1,6,0,1735,0.05942035793132604,0.05952380952380952
1370,1593171924,06-26-2020 13:45:24,0,1,0,0,1735,0.059453870376462846,0.05952380952380952
1371,1593171931,06-26-2020 13:45:31,7,1,7,0,1735,0.05947343676539727,0.05952380952380952
1372,1593171936,06-26-2020 13:45:36,1,1,1,0,1735,0.05948742064425112,0.05952380952380952
1373,1593171941,06-26-2020 13:45:41,1,1,1,0,1735,0.05950141110065851,0.05952380952380952
1374,1593171954,06-26-2020 13:45:54,7,1,7,1,1742,0.059537817103591094,0.05952380952380952
1375,1593171960,06-26-2020 13:46:00,1,1,1,0,1742,0.05922508356480392,0.05952380952380952
1376,1593171966,06-26-2020 13:46:06,2,1,2,0,1742,0.0592418177537085,0.05952380952380952
1377,1593171972,06-26-2020 13:46:12,1,1,1,0,1742,0.05925856140185595,0.05952380952380952
1378,1593171977,06-26-2020 13:46:17,2,1,2,0,1742,0.059272521673577085,0.05952380952380952
1379,1593171986,06-26-2020 13:46:26,2,1,2,0,1742,0.059297666745227434,0.05952380952380952
1380,1593171992,06-26-2020 13:46:32,4,1,4,0,1742,0.05931444198217738,0.05952380952380952
1381,1593172000,06-26-2020 13:46:40,3,1,3,0,1742,0.059336823734729496,0.05952380952380952
1382,1593172006,06-26-2020 13:46:46,0,1,0,0,1742,0.05935362113706063,0.05952380952380952
1383,1593172014,06-26-2020 13:46:54,7,1,7,0,1742,0.05937603247274272,0.05952380952380952
1384,1593172021,06-26-2020 13:47:01,9,1,9,0,1742,0.05939565627950897,0.05952380952380952
1385,1593172025,06-26-2020 13:47:05,4,1,4,0,1742,0.05940687570834907,0.05952380952380952
1386,1593172033,06-26-2020 13:47:13,5,1,5,0,1742,0.05942932728647014,0.05952380952380952
1387,1593172036,06-26-2020 13:47:16,7,1,7,0,1742,0.05943775100401606,0.05952380952380952
1388,1593172042,06-26-2020 13:47:22,0,1,0,0,1742,0.05945460560517983,0.05952380952380952
1389,1593172045,06-26-2020 13:47:25,0,1,0,0,1742,0.059463036490830026,0.05952380952380952
1390,1593172049,06-26-2020 13:47:29,1,1,1,0,1742,0.05947428139183056,0.05952380952380952
1391,1593172055,06-26-2020 13:47:35,1,1,1,0,1742,0.059491156719947036,0.05952380952380952
1392,1593172062,06-26-2020 13:47:42,2,1,2,0,1742,0.059510856710345804,0.05952380952380952
1393,1593172070,06-26-2020 13:47:50,5,1,5,1,1747,0.05953338696701529,0.05952380952380952
1394,1593172074,06-26-2020 13:47:54,3,1,3,0,1747,0.05930799450939556,0.05952380952380952
1395,1593172079,06-26-2020 13:47:59,2,1,2,0,1747,0.059322033898305086,0.05952380952380952
1396,1593172082,06-26-2020 13:48:02,2,1,2,0,1747,0.059330460722572094,0.05952380952380952
1397,1593172087,06-26-2020 13:48:07,0,1,0,0,1747,0.059344510751160366,0.05952380952380952
1398,1593172093,06-26-2020 13:48:13,1,1,1,0,1747,0.05936137957172636,0.05952380952380952
1399,1593172102,06-26-2020 13:48:22,3,1,3,0,1747,0.05938670079150671,0.05952380952380952
1400,1593172107,06-26-2020 13:48:27,0,1,0,0,1747,0.059400777472267,0.05952380952380952
1401,1593172117,06-26-2020 13:48:37,5,1,5,0,1747,0.059428950863213814,0.05952380952380952
1402,1593172120,06-26-2020 13:48:40,4,1,4,0,1747,0.05943740809259523,0.05952380952380952
1403,1593172124,06-26-2020 13:48:44,2,1,2,0,1747,0.05944868814347393,0.05952380952380952
1404,1593172129,06-26-2020 13:48:49,2,1,2,0,1747,0.059462794229309036,0.05952380952380952
1405,1593172137,06-26-2020 13:48:57,4,1,4,0,1747,0.05948537789593619,0.05952380952380952
1406,1593172142,06-26-2020 13:49:02,0,1,0,0,1747,0.05949950140082625,0.05952380952380952
1407,1593172148,06-26-2020 13:49:08,6,1,6,0,1747,0.059516458461976916,0.05952380952380952
1408,1593172152,06-26-2020 13:49:12,4,1,4,1,1751,0.05952776854007316,0.05952380952380952
1409,1593172158,06-26-2020 13:49:18,5,1,5,0,1751,0.05935465475455021,0.05952380952380952
1410,1593172164,06-26-2020 13:49:24,10,1,10,0,1751,0.059371583400675,0.05952380952380952
1411,1593172171,06-26-2020 13:49:31,0,1,0,0,1751,0.05939134569662387,0.05952380952380952
1412,1593172175,06-26-2020 13:49:35,1,1,1,0,1751,0.059402644345096546,0.05952380952380952
1413,1593172179,06-26-2020 13:49:39,5,1,5,0,1751,0.059413947293311765,0.05952380952380952
1414,1593172184,06-26-2020 13:49:44,2,1,2,0,1751,0.059428082028833804,0.05952380952380952
1415,1593172194,06-26-2020 13:49:54,3,1,3,0,1751,0.0594563716856286,0.05952380952380952
1416,1593172201,06-26-2020 13:50:01,0,1,0,0,1751,0.059476190476190474,0.05952380952380952
1417,1593172205,06-26-2020 13:50:05,4,1,4,0,1751,0.05948752143265384,0.05952380952380952
1418,1593172214,06-26-2020 13:50:14,11,1,11,0,1751,0.05951303187687616,0.05952380952380952
1419,1593172218,06-26-2020 13:50:18,5,1,5,1,1756,0.05952437687651909,0.05952380952380952
1420,1593172227,06-26-2020 13:50:27,0,1,0,0,1756,0.05931152855916849,0.05952380952380952
1421,1593172232,06-26-2020 13:50:32,4,1,4,0,1756,0.05932567122895703,0.05952380952380952
1422,1593172246,06-26-2020 13:50:46,2,1,2,0,1756,0.0593653066094011,0.05952380952380952
1423,1593172248,06-26-2020 13:50:48,2,1,2,0,1756,0.05937097313033933,0.05952380952380952
1424,1593172252,06-26-2020 13:50:52,5,1,5,0,1756,0.05938230941811065,0.05952380952380952
1425,1593172256,06-26-2020 13:50:56,5,1,5,0,1756,0.05939365003580807,0.05952380952380952
1426,1593172262,06-26-2020 13:51:02,10,1,10,0,1756,0.05941066908639381,0.05952380952380952
1427,1593172266,06-26-2020 13:51:06,1,1,1,0,1756,0.05942202053976594,0.05952380952380952
1428,1593172274,06-26-2020 13:51:14,1,1,1,0,1756,0.059444736464854014,0.05952380952380952
1429,1593172283,06-26-2020 13:51:23,5,1,5,0,1756,0.05947031264939287,0.05952380952380952
1430,1593172295,06-26-2020 13:51:35,2,1,2,0,1756,0.059504448483688896,0.05952380952380952
1431,1593172302,06-26-2020 13:51:42,0,1,0,1,1756,0.05952437915689746,0.05952380952380952
1432,1593172310,06-26-2020 13:51:50,4,1,4,1,1760,0.05954717342396247,0.05952380952380952
1433,1593172318,06-26-2020 13:51:58,5,1,5,0,1760,0.05937844179476129,0.05952380952380952
1434,1593172325,06-26-2020 13:52:05,3,1,3,0,1760,0.05939835217474612,0.05952380952380952
1435,1593172336,06-26-2020 13:52:16,0,1,0,0,1760,0.05942966690630242,0.05952380952380952
1436,1593172342,06-26-2020 13:52:22,1,1,1,0,1760,0.05944676158972146,0.05952380952380952
1437,1593172346,06-26-2020 13:52:26,8,1,8,0,1760,0.05945816350994965,0.05952380952380952
1438,1593172351,06-26-2020 13:52:31,3,1,3,0,1760,0.05947242206235012,0.05952380952380952
1439,1593172360,06-26-2020 13:52:40,4,1,4,0,1760,0.059498104697471334,0.05952380952380952
1440,1593172363,06-26-2020 13:52:43,6,1,6,0,1760,0.0595066705058067,0.05952380952380952
1441,1593172368,06-26-2020 13:52:48,0,1,0,0,1760,0.05952095233523736,0.05952380952380952
1442,1593172371,06-26-2020 13:52:51,9,1,9,1,1769,0.05952952472395583,0.05952380952380952
1443,1593172379,06-26-2020 13:52:59,3,1,3,0,1769,0.05912016136778407,0.05952380952380952
1444,1593172382,06-26-2020 13:53:02,4,1,4,0,1769,0.05912868053220616,0.05952380952380952
1445,1593172389,06-26-2020 13:53:09,1,1,1,0,1769,0.05914856813376898,0.05952380952380952
1446,1593172391,06-26-2020 13:53:11,3,1,3,0,1769,0.05915425276309467,0.05952380952380952
1447,1593172398,06-26-2020 13:53:18,0,1,0,0,1769,0.05917415757342691,0.05952380952380952
1448,1593172403,06-26-2020 13:53:23,2,1,2,0,1769,0.05918838349841331,0.05952380952380952
1449,1593172410,06-26-2020 13:53:30,4,1,4,0,1769,0.05920831128853831,0.05952380952380952
1450,1593172416,06-26-2020 13:53:36,4,1,4,0,1769,0.059225402934808755,0.05952380952380952
1451,1593172419,06-26-2020 13:53:39,2,1,2,0,1769,0.05923395245885863,0.05952380952380952
1452,1593172428,06-26-2020 13:53:48,2,1,2,0,1769,0.05925961584749434,0.05952380952380952
1453,1593172436,06-26-2020 13:53:56,4,1,4,0,1769,0.05928244642427161,0.05952380952380952
1454,1593172443,06-26-2020 13:54:03,4,1,4,0,1769,0.05930243761441372,0.05952380952380952
1455,1593172454,06-26-2020 13:54:14,1,1,1,0,1769,0.05933387959705018,0.05952380952380952
1456,1593172464,06-26-2020 13:54:24,1,1,1,0,1769,0.05936249216376525,0.05952380952380952
1457,1593172468,06-26-2020 13:54:28,7,1,7,0,1769,0.0593739449187286,0.05952380952380952
1458,1593172481,06-26-2020 13:54:41,2,1,2,0,1769,0.05941119691119691,0.05952380952380952
1459,1593172487,06-26-2020 13:54:47,2,1,2,0,1769,0.05942840590904702,0.05952380952380952
1460,1593172490,06-26-2020 13:54:50,2,1,2,0,1769,0.0594370141470716,0.05952380952380952
1461,1593172493,06-26-2020 13:54:53,3,1,3,0,1769,0.05944562487927371,0.05952380952380952
1462,1593172502,06-26-2020 13:55:02,3,1,3,0,1769,0.059471472051789945,0.05952380952380952
1463,1593172508,06-26-2020 13:55:08,0,1,0,0,1769,0.0594887159909148,0.05952380952380952
1464,1593172513,06-26-2020 13:55:13,1,1,1,0,1769,0.0595030935808198,0.05952380952380952
1465,1593172516,06-26-2020 13:55:16,6,1,6,0,1769,0.05951172347111434,0.05952380952380952
1466,1593172523,06-26-2020 13:55:23,3,1,3,1,1772,0.059531869619885866,0.05952380952380952
1467,1593172528,06-26-2020 13:55:28,2,1,2,0,1772,0.05940115126009771,0.05952380952380952
1468,1593172539,06-26-2020 13:55:39,3,1,3,0,1772,0.059432775142774175,0.05952380952380952
1469,1593172549,06-26-2020 13:55:49,2,1,2,0,1772,0.05946155336044935,0.05952380952380952
1470,1593172560,06-26-2020 13:56:00,2,1,2,0,1772,0.059493241606511316,0.05952380952380952
1471,1593172571,06-26-2020 13:56:11,2,1,2,1,1774,0.059524963645176926,0.05952380952380952
1472,1593172576,06-26-2020 13:56:16,6,1,6,0,1774,0.05944242424242424,0.05952380952380952
1473,1593172580,06-26-2020 13:56:20,5,1,5,0,1774,0.059453954706367294,0.05952380952380952
